Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction
46,395,4,4,4,5,5,4,5,5,4,2,3,3,3,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
41,1195,2,2,2,2,4,1,4,4,4,4,4,4,4,3,4,4,4,1,1,4,1,4,4,satisfied
59,631,2,4,2,3,1,2,1,1,3,3,4,5,4,1,6,4,4,1,4,1,4,1,4,neutral or dissatisfied
43,214,1,1,1,1,2,5,5,5,5,5,5,4,5,3,4,4,4,1,1,4,1,4,4,satisfied
54,2936,3,3,3,3,5,3,1,5,5,5,5,3,5,4,4,4,1,4,1,4,1,4,4,satisfied
51,528,1,1,1,4,3,1,3,3,3,5,5,5,4,3,4,6,1,4,1,4,1,4,4,neutral or dissatisfied
45,144,3,5,3,2,2,2,3,4,4,3,4,4,4,4,31,24,1,4,4,1,4,1,4,neutral or dissatisfied
23,2424,1,4,2,2,4,4,1,4,2,5,3,1,3,4,112,147,4,1,1,4,1,4,4,neutral or dissatisfied
59,1585,4,5,5,5,3,4,4,2,2,2,4,4,2,1,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
47,1647,4,4,4,4,2,5,4,4,4,4,4,3,4,3,4,4,4,1,1,4,1,4,4,satisfied
45,1758,4,4,4,4,5,4,4,5,5,5,5,3,5,3,4,4,1,4,1,4,1,4,4,satisfied
43,1797,4,4,4,4,4,4,4,4,4,4,4,5,4,5,86,73,4,1,1,4,1,4,4,satisfied
11,516,2,5,2,4,3,2,3,3,2,4,3,4,5,3,15,49,4,1,4,1,4,1,4,neutral or dissatisfied
27,449,2,2,2,1,1,2,1,1,3,2,5,4,4,1,4,1,4,1,1,4,1,4,4,neutral or dissatisfied
54,3114,5,5,3,5,3,3,3,5,5,5,5,4,5,4,129,134,4,1,1,4,1,4,4,satisfied
65,689,2,5,2,2,1,4,1,3,3,2,3,5,3,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
36,1749,5,4,5,1,1,5,1,1,5,5,4,2,3,1,16,3,1,4,4,1,4,1,4,satisfied
35,2321,1,1,1,1,4,1,3,4,4,4,4,2,4,4,4,6,4,1,1,4,1,4,4,satisfied
59,3225,1,1,1,1,2,4,5,5,5,5,5,4,5,5,4,1,1,4,1,4,1,4,4,satisfied
44,447,1,1,1,1,3,4,5,5,5,5,5,4,5,5,54,54,1,4,1,4,1,4,4,satisfied
35,372,5,2,2,2,5,4,5,5,4,4,4,5,1,5,4,4,1,4,1,4,4,4,1,satisfied
43,758,4,4,4,4,2,5,5,5,5,5,5,5,5,3,4,4,1,4,1,4,1,4,4,satisfied
44,284,5,5,5,5,5,5,5,5,4,4,1,4,2,5,4,11,4,1,1,4,4,1,4,satisfied
28,833,4,4,4,1,3,4,3,3,4,3,5,3,4,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
41,1222,2,5,1,1,2,2,2,2,4,2,3,4,3,2,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
53,3739,4,4,4,4,2,4,5,4,4,4,4,5,4,4,47,29,1,4,1,4,1,4,4,satisfied
64,2486,3,4,3,3,1,3,1,1,2,3,4,3,3,1,4,5,4,1,4,1,4,4,1,neutral or dissatisfied
56,996,5,5,5,3,5,5,5,4,4,5,4,5,4,4,4,3,1,4,4,1,4,1,4,satisfied
47,894,5,5,5,5,5,5,5,4,3,5,5,5,3,5,132,124,1,4,1,4,1,4,4,satisfied
22,853,4,4,4,4,4,4,3,4,2,5,2,4,2,4,1,4,4,1,1,4,4,1,4,neutral or dissatisfied
29,2146,4,4,5,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
34,224,5,4,5,3,3,5,5,3,4,2,4,3,4,3,4,4,1,4,4,1,4,1,4,satisfied
51,558,5,1,2,1,5,5,5,5,1,1,3,1,2,5,4,4,4,1,1,4,4,1,4,satisfied
34,3143,4,4,4,4,2,5,4,5,5,4,4,5,5,5,21,17,4,1,1,4,1,4,4,satisfied
22,3365,4,5,4,1,4,3,3,1,1,2,2,3,3,3,6,4,4,1,1,4,1,4,4,satisfied
57,3841,4,5,4,3,2,4,4,2,2,2,2,4,2,3,4,7,1,4,1,4,1,4,4,satisfied
38,282,4,4,4,1,5,5,4,3,3,2,2,4,3,5,4,4,4,1,1,4,1,4,4,satisfied
46,2794,2,1,1,1,4,3,3,2,2,2,2,4,2,2,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
24,1254,3,3,3,3,2,2,2,2,4,1,1,2,3,2,4,7,1,4,1,4,1,4,4,satisfied
25,2434,3,3,3,3,3,2,3,3,1,5,2,1,4,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
54,1416,4,4,4,4,2,4,4,4,4,4,4,4,4,5,4,4,1,4,1,4,1,4,4,satisfied
57,124,4,2,2,2,5,4,2,3,3,4,3,3,3,2,1,4,1,4,1,4,4,4,1,satisfied
65,247,1,5,1,2,5,4,5,4,4,1,4,3,4,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
42,2565,3,1,3,2,3,1,1,1,3,1,2,1,4,1,8,4,4,1,4,1,4,1,4,neutral or dissatisfied
21,762,3,3,3,3,4,5,4,4,4,5,5,4,4,4,19,4,1,4,1,4,1,4,4,satisfied
43,1747,1,1,1,1,5,4,5,5,5,5,5,5,5,5,4,4,1,4,1,4,1,4,4,satisfied
39,2143,4,4,4,4,2,5,4,5,5,4,5,4,5,4,1,4,4,1,1,4,1,4,4,satisfied
52,678,1,5,1,3,2,5,1,3,3,1,3,2,3,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
15,946,4,5,4,3,5,4,1,5,3,3,4,5,5,5,27,34,1,4,1,4,1,4,4,satisfied
21,746,2,5,1,3,1,1,1,1,4,5,5,5,4,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
54,325,4,4,4,1,3,4,4,2,2,2,3,4,2,4,4,4,4,1,1,4,1,4,4,satisfied
36,344,3,3,2,3,3,2,3,3,2,5,3,3,4,3,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
31,642,3,2,2,2,3,3,3,3,1,2,2,3,2,3,4,4,1,4,1,4,4,4,1,neutral or dissatisfied
24,319,1,4,1,3,2,1,2,2,4,3,3,2,3,2,27,2,1,4,1,4,4,1,4,neutral or dissatisfied
23,234,4,4,4,3,4,4,4,4,4,3,4,5,4,4,4,4,1,4,1,4,4,1,4,satisfied
37,946,3,5,2,2,2,2,2,2,4,3,5,2,5,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
59,934,2,5,2,3,2,2,2,2,3,5,4,5,5,2,14,4,4,1,4,1,4,1,4,neutral or dissatisfied
21,114,1,1,1,3,2,1,3,2,3,4,4,4,3,2,54,47,1,4,1,4,4,1,4,neutral or dissatisfied
54,2563,5,5,5,5,2,4,5,5,5,5,5,4,5,5,4,4,4,1,1,4,1,4,4,satisfied
55,446,4,4,4,4,5,4,5,4,4,4,4,3,4,4,4,4,1,4,1,4,1,4,4,satisfied
36,348,2,5,2,2,4,2,4,4,3,5,4,5,4,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
26,187,2,1,2,3,2,2,2,2,1,4,3,2,3,2,16,19,4,1,1,4,4,1,4,neutral or dissatisfied
31,533,1,2,1,3,1,1,1,1,1,4,3,1,4,1,4,4,1,4,4,1,4,4,1,neutral or dissatisfied
57,842,4,3,3,2,4,3,1,4,2,1,4,4,3,4,14,17,4,1,4,1,4,1,4,neutral or dissatisfied
22,2917,3,3,5,3,4,4,4,4,1,4,5,5,4,4,4,4,4,1,1,4,1,4,4,satisfied
63,936,2,4,2,2,4,4,5,2,2,2,2,5,2,3,7,4,1,4,4,1,4,1,4,neutral or dissatisfied
32,2615,1,5,5,5,1,1,1,1,4,5,4,1,4,1,3,4,1,4,1,4,1,4,4,neutral or dissatisfied
32,258,2,2,2,2,1,2,1,1,3,3,5,5,5,1,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
59,644,3,5,5,5,5,3,4,3,3,3,3,3,3,3,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
54,464,5,5,5,5,2,5,5,4,4,4,4,5,4,5,4,4,1,4,1,4,1,4,4,satisfied
47,3475,4,4,4,4,4,4,4,3,3,4,4,4,3,4,165,162,4,1,1,4,1,4,4,satisfied
29,1414,2,4,2,3,2,2,1,2,4,2,5,4,1,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
43,2475,3,4,4,1,1,3,1,1,4,3,5,5,4,1,19,4,4,1,1,4,1,4,4,neutral or dissatisfied
47,1444,4,3,5,4,1,3,4,1,1,5,1,3,1,3,4,4,1,4,4,1,4,1,4,satisfied
8,2615,2,5,5,5,2,2,2,2,1,4,3,3,3,2,6,38,1,4,1,4,1,4,4,neutral or dissatisfied
67,516,3,3,3,2,5,3,2,2,2,3,2,2,2,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
39,1635,2,2,2,2,2,2,2,2,3,2,3,3,4,2,1,9,1,4,1,4,4,1,4,neutral or dissatisfied
21,715,3,4,4,2,3,4,3,3,1,5,1,4,5,3,4,11,1,4,1,4,4,1,4,neutral or dissatisfied
16,1594,4,4,4,4,3,3,3,3,2,5,1,2,5,3,34,4,1,4,1,4,1,4,4,satisfied
24,1449,2,2,2,2,1,2,1,1,4,2,4,4,5,1,4,2,1,4,1,4,4,1,4,neutral or dissatisfied
38,1514,2,3,2,4,5,2,5,5,4,5,3,4,3,5,2,23,1,4,4,1,4,1,4,neutral or dissatisfied
37,651,2,2,2,2,2,4,4,5,5,5,5,3,5,4,4,4,1,4,1,4,1,4,4,satisfied
53,1413,1,1,1,1,5,4,4,5,5,5,5,3,5,4,4,4,1,4,1,4,1,4,4,satisfied
22,728,3,1,3,4,4,3,4,4,2,5,4,4,4,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
18,693,2,4,2,3,5,2,5,5,3,3,5,4,4,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
26,628,2,3,2,4,1,2,1,1,3,1,3,3,3,1,12,12,4,1,4,1,4,1,4,neutral or dissatisfied
66,1616,2,4,2,3,4,2,4,4,4,3,4,3,5,4,23,23,4,1,4,1,4,1,4,neutral or dissatisfied
25,517,4,4,4,2,3,4,3,3,3,2,4,3,4,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
71,1177,1,2,2,2,1,1,1,4,1,4,3,1,2,1,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
31,1559,5,5,5,5,4,4,4,4,3,5,4,4,4,4,4,4,1,4,1,4,1,4,4,satisfied
53,794,4,4,4,4,4,4,5,5,5,5,5,3,5,4,24,4,1,4,1,4,1,4,4,satisfied
59,414,2,2,3,2,5,5,4,5,5,5,5,5,5,4,1,4,4,1,1,4,1,4,4,satisfied
21,1489,5,5,5,3,3,5,3,3,5,5,4,5,5,3,4,4,1,4,1,4,4,1,4,satisfied
49,2783,4,4,4,5,5,4,4,3,3,3,3,3,3,3,4,4,1,4,1,4,1,4,4,satisfied
44,2472,1,1,1,1,4,3,4,4,4,4,4,5,4,3,3,4,1,4,1,4,1,4,4,satisfied
56,844,2,4,4,4,5,3,4,2,2,2,2,4,2,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
39,862,2,3,3,3,2,3,2,2,4,3,3,1,4,2,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
54,2864,1,2,1,3,1,4,4,3,2,3,3,4,3,4,4,3,4,1,4,1,4,1,4,neutral or dissatisfied
28,1771,4,1,4,2,3,4,3,3,2,5,2,3,2,3,4,4,1,4,4,1,4,1,4,satisfied
39,1299,1,1,1,3,5,1,5,5,4,4,4,2,3,5,35,21,1,4,1,4,1,4,4,neutral or dissatisfied
29,1245,4,4,4,2,3,4,3,3,3,3,4,3,4,3,4,4,1,4,1,4,1,4,4,satisfied
28,845,1,3,1,3,3,1,3,3,1,5,4,2,5,3,17,8,1,4,4,1,4,1,4,neutral or dissatisfied
25,151,4,1,4,2,1,4,1,1,4,1,2,1,2,1,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
39,712,1,1,3,1,3,5,4,2,2,2,2,3,2,4,4,4,1,4,1,4,1,4,4,satisfied
53,772,1,1,1,1,4,4,4,5,5,5,5,3,5,4,4,4,1,4,1,4,1,4,4,satisfied
23,1521,2,2,2,4,1,2,1,1,4,4,4,1,4,1,22,53,4,1,1,4,4,1,4,neutral or dissatisfied
25,624,1,4,1,2,4,1,4,4,1,5,4,4,4,4,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
44,888,4,4,4,3,4,3,3,2,2,3,3,3,1,3,154,135,1,4,4,1,4,1,4,neutral or dissatisfied
41,2438,3,3,3,3,2,4,5,3,3,4,3,5,3,3,4,4,1,4,1,4,1,4,4,satisfied
62,444,1,4,1,4,5,1,5,5,3,5,4,5,5,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
74,848,3,1,3,2,3,3,3,3,1,4,2,2,2,3,24,43,4,1,4,1,4,4,1,neutral or dissatisfied
33,526,1,4,1,4,3,1,3,3,3,3,4,3,5,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
19,327,3,4,4,4,3,3,2,3,2,1,3,1,3,3,35,62,1,4,1,4,4,1,4,neutral or dissatisfied
55,198,1,1,1,5,2,1,2,2,5,1,1,2,4,2,35,33,1,4,1,4,4,4,1,neutral or dissatisfied
22,194,4,2,4,3,4,4,4,4,2,4,4,2,4,4,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
41,1674,1,1,1,1,4,4,4,3,3,4,3,3,3,5,4,8,4,1,1,4,1,4,4,satisfied
21,158,2,4,2,1,3,2,3,3,5,2,5,5,4,3,81,82,1,4,4,1,4,1,4,neutral or dissatisfied
52,344,2,5,2,4,5,4,4,4,4,2,4,5,4,4,42,54,1,4,4,1,4,1,4,neutral or dissatisfied
29,122,2,2,2,3,2,2,2,2,1,3,4,1,3,2,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
44,1436,2,3,3,3,2,2,2,2,1,1,2,1,2,2,26,32,1,4,1,4,4,1,4,neutral or dissatisfied
39,448,3,4,4,4,5,4,5,5,5,2,5,1,4,5,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
21,1413,2,2,2,4,1,2,1,1,3,3,4,5,4,1,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
47,238,3,3,3,3,1,3,1,1,2,5,3,2,3,1,4,4,4,1,4,1,4,4,1,neutral or dissatisfied
34,2586,4,4,4,4,4,4,4,4,1,3,1,3,2,4,4,2,4,1,1,4,1,4,4,satisfied
44,2137,5,5,5,5,2,4,5,4,4,4,4,5,4,4,4,4,4,1,1,4,1,4,4,satisfied
51,679,1,5,1,3,2,1,2,2,3,2,5,5,5,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
42,1522,2,2,2,2,2,5,1,5,5,5,5,1,5,3,26,13,1,4,1,4,1,4,4,satisfied
31,1288,4,4,4,4,1,4,1,1,3,5,4,4,4,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
44,458,1,1,1,1,2,5,4,5,5,5,5,4,5,3,4,4,1,4,1,4,1,4,4,satisfied
8,164,2,4,2,4,3,2,3,3,4,3,5,3,4,3,4,2,4,1,4,1,1,4,4,neutral or dissatisfied
54,554,3,3,3,3,2,5,4,3,3,3,3,4,3,5,3,4,4,1,1,4,1,4,4,satisfied
54,646,1,1,1,1,3,4,4,5,5,5,5,3,5,4,4,4,4,1,1,4,1,4,4,satisfied
69,868,3,1,3,3,2,3,2,2,4,5,3,4,2,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
36,1435,3,4,3,2,2,3,1,2,4,3,5,4,4,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
41,888,1,1,1,1,2,5,4,5,5,5,5,5,5,3,3,4,4,1,1,4,1,4,4,satisfied
34,2696,3,4,4,4,3,3,3,3,1,1,4,1,3,3,4,6,4,1,1,4,1,4,4,neutral or dissatisfied
39,3512,2,2,2,2,4,4,4,5,5,5,5,5,5,3,9,4,1,4,1,4,1,4,4,satisfied
52,888,2,4,2,3,2,2,2,2,1,2,2,1,3,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
21,234,3,4,4,4,3,3,3,3,1,3,4,4,3,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
14,2176,2,2,2,2,2,2,2,2,2,1,3,1,3,2,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
32,342,3,3,3,2,3,3,3,3,3,2,5,4,5,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
66,271,3,4,3,3,3,3,3,1,1,3,1,3,1,4,23,19,1,4,4,1,4,1,4,neutral or dissatisfied
51,1535,1,2,2,2,5,4,4,1,1,1,1,4,1,4,3,4,4,1,1,4,1,4,4,neutral or dissatisfied
12,996,1,4,1,4,4,1,4,4,3,3,5,5,5,4,52,68,1,4,4,1,4,1,4,neutral or dissatisfied
41,813,3,3,3,3,3,3,3,3,4,5,4,1,3,3,65,67,4,1,1,4,4,4,1,neutral or dissatisfied
59,144,4,4,4,4,2,4,2,2,3,4,2,4,3,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
43,1638,1,1,3,1,4,4,4,4,3,5,5,4,5,4,94,134,1,4,1,4,1,4,4,satisfied
55,244,3,5,5,5,1,2,2,3,3,3,3,4,3,1,19,8,1,4,1,4,4,4,1,neutral or dissatisfied
26,761,5,5,5,2,4,5,4,4,4,5,5,3,5,4,54,53,1,4,1,4,1,4,4,satisfied
31,624,2,5,2,5,1,2,1,1,4,5,4,4,4,1,41,34,4,1,4,1,4,1,4,neutral or dissatisfied
44,2165,3,3,3,3,4,3,5,4,4,4,4,4,4,3,4,4,1,4,1,4,1,4,4,satisfied
47,1728,2,1,4,1,1,2,2,1,1,2,1,2,1,2,4,13,1,4,1,4,4,1,4,neutral or dissatisfied
64,1192,2,4,2,4,3,2,4,3,3,2,5,3,5,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
52,583,3,3,3,3,5,2,3,5,5,5,5,4,5,5,4,6,4,1,1,4,1,4,4,satisfied
42,1744,1,4,4,1,2,2,2,4,4,4,4,2,4,4,7,4,4,1,1,4,1,4,4,neutral or dissatisfied
51,116,4,1,1,1,4,5,3,4,4,4,4,5,4,3,4,4,1,4,1,4,4,1,4,satisfied
7,895,3,5,3,1,4,3,2,4,5,5,5,3,4,4,24,18,4,1,4,1,1,4,4,neutral or dissatisfied
26,1417,3,3,3,3,5,5,5,5,5,5,5,3,4,5,4,4,4,1,1,4,1,4,4,satisfied
8,1188,4,2,2,2,4,4,4,4,1,1,3,1,4,4,6,4,1,4,1,4,1,4,4,neutral or dissatisfied
44,842,3,3,3,3,2,5,5,5,5,5,5,4,5,5,1,21,4,1,1,4,1,4,4,satisfied
34,781,3,3,3,2,4,3,4,4,4,5,5,3,5,4,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
68,2177,2,2,2,2,4,4,5,4,4,4,4,4,4,5,25,15,4,1,1,4,1,4,4,satisfied
54,2993,4,3,4,4,1,2,3,4,4,4,4,1,4,3,4,4,4,1,1,4,1,4,4,satisfied
57,1127,4,4,2,4,4,5,4,4,4,5,4,4,4,4,4,4,4,1,1,4,1,4,4,satisfied
52,565,5,3,3,3,5,5,5,5,1,1,1,5,4,5,14,4,4,1,1,4,4,4,1,satisfied
23,214,1,1,1,1,1,3,4,3,4,2,1,4,1,4,265,245,4,1,4,1,4,1,4,neutral or dissatisfied
29,2739,1,1,1,1,4,4,4,4,4,3,4,5,4,4,4,4,1,4,1,4,1,4,4,satisfied
38,515,2,5,2,3,5,2,5,5,4,3,5,5,5,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
48,2734,5,5,5,5,2,4,5,5,5,5,5,5,5,3,8,43,4,1,1,4,1,4,4,satisfied
42,562,1,2,5,2,3,4,4,1,1,1,1,4,1,4,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
34,391,2,5,5,5,1,4,3,2,2,2,2,3,2,2,72,67,4,1,1,4,1,4,4,neutral or dissatisfied
16,913,3,5,2,2,2,2,2,2,3,4,3,2,5,2,4,4,4,1,4,1,4,4,1,neutral or dissatisfied
38,1463,4,4,4,3,5,4,1,5,4,4,3,3,4,5,4,4,1,4,1,4,1,4,4,satisfied
54,2346,5,5,5,5,2,4,4,4,4,4,4,3,4,5,4,2,4,1,1,4,1,4,4,satisfied
63,2475,2,5,2,3,2,1,1,1,3,5,5,1,2,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
36,342,3,3,3,3,3,3,4,3,4,3,5,5,4,3,4,5,1,4,1,4,4,4,1,neutral or dissatisfied
54,551,4,4,4,4,3,5,5,5,5,5,5,3,5,5,17,13,4,1,1,4,1,4,4,satisfied
58,581,4,4,4,4,4,5,5,3,3,4,3,5,3,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
66,1652,4,3,3,3,5,2,3,4,4,4,4,1,4,1,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
49,1434,4,4,4,4,2,5,5,2,2,2,2,4,2,5,5,16,1,4,1,4,1,4,4,satisfied
57,174,5,4,4,4,5,5,5,5,1,2,3,4,2,5,48,49,4,1,1,4,4,1,4,satisfied
56,997,4,4,4,4,2,4,1,2,1,2,4,3,4,2,21,18,4,1,4,1,4,1,4,neutral or dissatisfied
7,436,2,4,2,4,2,2,2,2,5,2,5,4,5,2,4,2,1,4,4,1,4,1,4,neutral or dissatisfied
28,1449,1,1,1,1,1,1,1,1,3,1,2,3,2,1,2,6,4,1,1,4,1,4,4,neutral or dissatisfied
14,925,2,4,4,4,2,2,2,2,3,4,3,1,4,2,4,4,4,1,1,4,4,4,1,neutral or dissatisfied
9,1726,2,5,2,1,3,2,3,3,4,2,5,2,2,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
69,2442,2,4,2,1,2,3,5,2,2,2,2,2,2,4,1,4,1,4,4,1,4,4,1,neutral or dissatisfied
54,2479,5,5,5,5,4,5,4,4,4,4,4,3,4,5,4,4,4,1,1,4,1,4,4,satisfied
69,1243,3,1,3,3,2,3,2,2,2,5,4,3,4,2,11,9,4,1,4,1,4,1,4,neutral or dissatisfied
16,849,3,5,3,2,2,3,2,2,3,5,5,3,5,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
42,3916,4,4,4,4,2,4,5,5,5,5,5,4,5,5,1,4,1,4,1,4,1,4,4,satisfied
44,3339,3,3,3,3,5,5,5,4,4,4,4,3,4,3,4,19,4,1,1,4,1,4,4,satisfied
55,1773,3,3,3,3,4,3,4,4,3,4,2,1,3,4,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
63,1855,2,5,5,5,3,3,3,4,4,4,2,3,4,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
48,691,4,4,4,4,5,4,4,4,4,4,4,3,4,3,78,76,4,1,1,4,1,4,4,satisfied
69,3662,3,5,5,5,1,3,4,3,3,3,3,1,3,3,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
49,3443,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,1,4,1,4,1,4,4,satisfied
25,214,1,5,1,2,3,1,3,3,4,5,4,1,3,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
44,184,2,2,2,1,3,2,3,3,4,2,4,4,5,3,4,81,4,1,1,4,1,4,4,neutral or dissatisfied
38,1721,2,4,2,2,2,2,2,2,5,2,3,4,4,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
21,684,3,3,3,3,5,5,5,5,3,3,4,3,5,5,4,4,4,1,1,4,1,4,4,satisfied
54,1446,1,1,1,4,2,1,2,2,4,1,3,1,4,2,14,8,1,4,1,4,4,4,1,neutral or dissatisfied
43,646,2,2,2,2,5,4,4,5,5,5,5,5,5,4,4,4,4,1,1,4,1,4,4,satisfied
26,1119,5,4,4,4,5,5,3,5,2,2,2,5,4,5,4,4,4,1,1,4,4,1,4,satisfied
8,142,3,4,4,1,2,4,2,2,4,3,4,3,2,2,16,18,4,1,4,1,4,1,4,neutral or dissatisfied
39,345,3,3,3,3,2,4,5,4,4,5,4,3,4,3,4,6,4,1,1,4,1,4,4,satisfied
51,547,5,5,5,5,1,5,4,4,4,4,4,1,4,2,4,9,4,1,1,4,1,4,4,satisfied
33,1121,4,4,4,2,4,4,5,4,5,3,3,4,5,4,2,4,4,1,4,1,4,4,1,satisfied
33,677,1,5,1,4,5,1,3,5,3,2,5,4,5,5,31,34,1,4,4,1,4,1,4,neutral or dissatisfied
31,3244,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,11,4,1,1,4,1,4,4,neutral or dissatisfied
43,3897,2,2,2,2,4,4,4,5,5,5,5,4,5,5,12,4,1,4,1,4,1,4,4,satisfied
61,522,4,5,4,4,4,4,4,4,3,4,5,4,4,4,59,147,4,1,4,1,4,1,4,neutral or dissatisfied
29,1947,4,4,4,4,4,4,4,4,4,5,5,3,4,4,35,35,4,1,1,4,1,4,4,satisfied
15,937,2,5,2,1,2,2,2,2,5,3,5,4,4,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
28,972,1,5,1,1,2,1,2,2,3,3,4,4,4,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
74,1744,2,3,2,3,1,3,4,5,5,2,5,1,5,5,3,4,1,4,4,1,4,1,4,neutral or dissatisfied
57,3454,2,2,3,2,5,5,5,5,4,5,5,5,5,5,159,155,4,1,1,4,1,4,4,satisfied
25,125,3,4,3,4,2,3,2,2,5,2,5,5,4,2,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
59,226,5,5,5,5,4,4,5,4,4,4,4,5,4,5,4,4,4,1,1,4,1,4,4,satisfied
57,2343,3,3,3,3,5,4,5,5,5,5,5,5,5,5,9,2,1,4,1,4,1,4,4,satisfied
25,645,2,2,2,2,2,2,2,4,5,3,3,2,3,2,153,163,4,1,1,4,1,4,4,neutral or dissatisfied
24,1416,5,5,5,5,2,2,2,2,5,2,4,4,4,2,21,24,1,4,1,4,1,4,4,satisfied
67,299,3,5,3,3,4,5,4,1,1,3,1,4,1,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
33,1647,4,4,4,4,5,5,5,5,3,3,4,3,5,5,8,16,4,1,1,4,1,4,4,satisfied
63,1216,4,5,3,1,4,3,4,4,3,4,3,3,3,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
56,1942,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,1,4,4,satisfied
25,787,3,4,4,4,3,3,1,3,4,1,3,3,3,3,38,33,1,4,1,4,4,1,4,neutral or dissatisfied
62,888,5,5,5,1,5,5,5,5,2,5,1,3,4,5,38,54,4,1,4,1,4,1,4,satisfied
28,646,2,4,4,4,2,2,2,2,3,3,3,1,4,2,4,4,4,1,1,4,4,4,1,neutral or dissatisfied
41,948,2,2,2,2,2,2,2,2,1,1,3,1,3,2,74,55,1,4,1,4,4,1,4,neutral or dissatisfied
52,2477,4,4,4,4,4,5,5,3,3,3,3,4,3,5,4,4,4,1,1,4,1,4,4,satisfied
44,2943,5,5,5,5,2,4,4,4,4,4,4,3,4,5,4,4,4,1,1,4,1,4,4,satisfied
44,2133,3,3,3,3,1,4,3,2,2,3,2,3,2,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
14,554,3,1,3,4,5,3,5,5,4,4,4,2,4,5,23,16,1,4,1,4,4,1,4,neutral or dissatisfied
